ASIN,标题,内容,内容评价-翻译,VP评论,Vine Voice评论,型号,星级,赞同数,图片数量,图片地址,是否有视频,视频地址,评论链接,评论人,头像地址,所属国家,评论人主页,红人计划链接,评论时间,解放双手场景的问题标签（跟解放双手相关）,产品问题标签,问题类型标签,使用场景标签,用户属性,情绪标签库,需求维度标签库
B0CP8SR3J3,Incorrect description no vibrating features,I am not happy at all. This is the second one I bought and it doesn’t have the vibrating feature like a describes instead it has a button that just sucks and rotates at the same time when that makes no sense cause you can just turn both features on without that button they replaced for the vibrator,我一点也不开心。这是我买的第二个了，它根本没有描述中提到的震动功能，反而有一个按钮，按下去就同时进行吮吸和旋转，这完全没有意义，因为没有那个替代震动功能的按钮，你也可以同时开启这两个功能。,Y,,Color: Green-app,1,0,,,,,https://www.amazon.com/gp/customer-reviews/R38VVDJ72WITIB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Amazon Customer,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AGCOH4E7PYZUO2ICWVG2YO3EXMRQ,,2026-03-07,"是否提到解放双手场景：否, 与解放双手相关的问题：无",震动效果差/无震动,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,"多次使用, 自用",非常不满,"功能性需求（震动/加热/充电等）, 信息透明需求（产品信息完整、说明清晰）"
B0CP8SR3J3,False advertising. No vibration mode,The unit clearly states vibration mode with vibration button. What you get is burst mode with burst button and no vibration at all. I have another brand that does have the vibration mode. This unit should be taken down by Amazon for false advertising.,该设备的振动按钮明确标注了振动模式。但实际到手的却是带有连拍按钮的连拍模式，根本没有振动功能。我有另一个品牌的设备，确实有振动模式。亚马逊应该因虚假宣传下架这款设备。,Y,,Color: Green-app,1,0,,,,,https://www.amazon.com/gp/customer-reviews/R62MLFTY73OB0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,NFL Fan,https://m.media-amazon.com/images/S/amazon-avatars-global/16fe6400-7d77-4c7f-b7bb-1058f7a07c8c._CR0%2C25%2C283%2C283_UX460_.jpg,US,https://www.amazon.com/gp/profile/amzn1.account.AHP7XEJWSLXGBCKJRG3DQRKEJHQQ,,2026-02-25,"是否提到解放双手场景：否, 与解放双手相关的问题：无",震动效果差/无震动,预期型问题（使用前可预知）,无法判定（评价中未提及使用场景）,自用,非常不满,"信息透明需求（产品信息完整、说明清晰）, 功能性需求（震动/加热/充电等）"
B0CP8SR3J3,No vibration mode,"The item is not as advertised. There is no vibration mode on the model I received. The description clearly states otherwise. Instead it has a button for ""Burst"" mode. I didn't realize this until I had already used it. And there are no returns.",该商品与宣传不符。我收到的型号没有振动模式。但描述中明确写有。它反而有一个“连拍”模式按钮。我用了之后才发现。而且不支持退货。,Y,,Color: Green-app,1,1,1,https://m.media-amazon.com/images/I/71LQoq6kSoL._SY200.jpg,,,https://www.amazon.com/gp/customer-reviews/R1VNL2YWJGIHJV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Amazon Customer,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AGVTO6BBOLEM5GOBVGV3XP3BNZ4A,,2026-02-21,"是否提到解放双手场景：否, 与解放双手相关的问题：无","震动效果差/无震动, 退货流程困难, 与宣传不符",体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,无法判定,非常不满,"功能性需求（震动/加热/充电等）, 信息透明需求（产品信息完整、说明清晰）, 售后保障需求（退换货便捷、客服响应）"
B0CP8SR3J3,0 out of 10 do not recommend,0 outta 10 do not buy no slow modes and shuts off if the suction is to hard waste of money,0分，不要买。没有慢模式，而且如果吸力太大就会关闭。浪费钱。,Y,,Color: Green-app,1,0,,,,,https://www.amazon.com/gp/customer-reviews/R35LTHIUHOF5S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Matthew Dolley,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AG6LDVOKKUZ42ZEGBVLHIMG5OR2A,,2026-02-03,"是否提到解放双手场景：否, 与解放双手相关的问题：无",其他问题（产品无关或无法归类）,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,无法判定,非常不满,"性价比需求（价格合理、物有所值）, 功能性需求（震动/加热/充电等）"
B0CP8SR3J3,"Worked great for awhile,now battery won't charge",Batteries won't charge,电池无法充电,Y,,Color: Green-app,2,0,,,,,https://www.amazon.com/gp/customer-reviews/R1JXO3H3U9Z1PR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,whitey,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AHX3IRM2OWZWHUYZEEQR6JXVUBFA,,2026-01-17,"是否提到解放双手场景：否, 与解放双手相关的问题：无",充电问题/电池不耐用,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,无法判定,不满/负向,功能性需求（震动/加热/充电等）
B0CP8SR3J3,Product defective,"Would not power on after an hour of use, tried charging multiple times and with all different chargers it is definitely defective and will not let the product be returned",使用一小时后无法开机，尝试多次充电且换了各种不同的充电器，确定是有故障，并且不让退货。,Y,,Color: Green-app,1,0,,,,,https://www.amazon.com/gp/customer-reviews/RTKN911S5I45Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Eric and Jenn,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AFLJKIIIWSX6QWBWOWGFVWSEEEXQ,,2026-01-13,"是否提到解放双手场景：否, 与解放双手相关的问题：无","充电问题/电池不耐用, 退货流程困难",体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,首次使用,非常不满,"功能性需求（震动/加热/充电等）, 售后保障需求（退换货便捷、客服响应）"
B0CP8SR3J3,Poor,No vibrations,无振动,Y,,Color: Green-app,1,0,,,,,https://www.amazon.com/gp/customer-reviews/R2ENMHR19QRTK7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Robert,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AGPEGWMHNUG352OWI7STNCP5DW2Q,,2026-01-12,"是否提到解放双手场景：否, 与解放双手相关的问题：无",震动效果差/无震动,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,无法判定,非常不满,功能性需求（震动/加热/充电等）
B0CP8SR3J3,This is unreturnable so be sure you know what you're getting before you order.,"Buttons don't always work properly. Suction won't shut off unless machine is turned off and back on.. buttons do not progress as advertised. Pressing a button does not advance to the next setting with one press. Sometimes the button has to be pressed several times to get it to respond. Overall the machine has proper suction, good stroke and good rotation. The vibration function is basically a combination of stroke and rotation. Battery seems to last a reasonable amount of time. Not a bad purchase if you're willing to deal with the kinks..  I also think that the fact that it is unreturnable should be more readily visible before purchase.",按钮并不总是正常工作。除非关闭机器再重新打开，否则吸力不会停止。按钮没有像宣传的那样正常切换。按一次按钮无法切换到下一个设置。有时需要按好几次按钮才有反应。总的来说，这台机器吸力正常，冲程和旋转都不错。振动功能基本上是冲程和旋转的组合。电池续航时间似乎还可以。如果你愿意处理这些小毛病，这不算一个糟糕的购买。我还认为，它不可退货这一事实应该在购买前更醒目地显示出来。,Y,,Color: Green-app,3,1,,,,,https://www.amazon.com/gp/customer-reviews/R3J9BELI9K9STQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,john brown,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AHJKQTATX2RAYG4NSYWDXTXUDVTQ,,2025-12-23,"是否提到解放双手场景：否, 与解放双手相关的问题：无",20,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,"多次使用, 自用",轻微不满,"易用性需求（安装简便、操作简单）, 售后保障需求（退换货便捷、客服响应）, 信息透明需求（产品信息完整、说明清晰）, 功能性需求（震动/加热/充电等）"
B0CP8SR3J3,Well is sucks a little to well,I'd rate it 2 and 1/2 because slight resistance it just wants to jam. On the suction part of it... it does that part a little to well. This isn't my first one of these types so I know how it's supposed to work. Suck and the release then repeat the cycle. This one sucks. Pauses. Then sucks some more and keeps trying to repeat. It doesn't want to release. Im already a girthy guy so it just popped the seal in from the bottom thank goodness! Always play with caution and listen to your body,我会给它打2.5分，因为它有轻微的阻力，很容易卡住。在吸力部分……它做得有点太“好”了。这不是我第一次用这种类型的产品，所以我知道它应该怎么工作。吸一下，然后释放，接着重复这个循环。这个产品吸住，暂停，然后继续吸，一直试图重复这个过程，但它就是不释放。我本身尺寸就比较大，谢天谢地，它从底部把密封给弄开了！一定要小心使用，并且倾听自己身体的感受。,Y,,Color: Green-app,3,1,,,,,https://www.amazon.com/gp/customer-reviews/R18M1S95WJOYN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,STEVE,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AHKICWIXAUTHUOCHL2VL3QQ4UBPA,,2025-11-29,"是否提到解放双手场景：否, 与解放双手相关的问题：无",吸附不稳定（从墙面/表面脱落）,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,多次使用,不满/负向,安全性需求（材质安全、产品稳固）
B0CP8SR3J3,For tiny knobs,"Waste of money. Made for small knobs. Once I managed to cram it in there with half a bottle of lube, it tried to twist me apart. The motor is only strong enough to spin if I just barely have the tip in, otherwise it binds up. The suction is nice but again the size is too small to use it comfortably. Don’t buy this if you’re bigger than like 5 inches. Super disappointed. If it was the right size it would actually be pretty sweet",浪费钱。这是为小尺寸设计的。我用了半瓶润滑剂才勉强塞进去，结果它差点把我拧散架。只有当我只插入顶端一点点时，马达才有足够的力气转动，否则就会卡住。吸力还不错，但尺寸还是太小，用起来不舒服。如果你的尺寸超过5英寸左右，就别买这个了。超级失望。如果尺寸合适的话，其实还挺不错的。,Y,,Color: Green-app,1,0,,,,,https://www.amazon.com/gp/customer-reviews/R37WZZN3606JPZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Person420,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AFNCK4FL2RZ34RRJGDCISQWOWX3Q,,2025-11-20,"是否提到解放双手场景：否, 与解放双手相关的问题：无","价格偏高/性价比低, 尺寸不合适（太小/太大/太紧/太松）, 震动效果差/无震动",体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,自用,非常不满,"性价比需求（价格合理、物有所值）, 功能性需求（震动/加热/充电等）"
B0CP8SR3J3,"Used to be great, now it’s a flop","This is my second one I purchased and I am SO DISAPPOINTED. The original was waaaay better than the version they have now. They no longer have vibration, which was the whole reason I ordered this one again because the vibrators were so good. They no longer provide a silicone band to go over the internal component (over the hollow side openings) to keep that part snug, so when I have the outter shell on it malfunctions or gets caught up because the jelly starts pushing out of the side. I also think they made the inner part shorter, which doesn’t work for my length. It keeps getting stuck and malfunctioning, and if the suction is on it becomes basically useless because it completely stops the whole machine. Updates all for the sake of an “ai visualizer.” Ai improvements are not always needed or good, so, yea. Bad update.",这是我购买的第二个，我太失望了。原来的版本比现在的版本好太多了。它们不再有振动功能，而这正是我再次订购它的全部原因，因为之前的振动效果非常好。它们不再提供一个硅胶带套在内部组件上（盖住中空的侧开口）来保持那个部分贴合，所以当我装上外壳时，它会出现故障或卡住，因为凝胶开始从侧面挤出来。我还觉得他们把内部部分做短了，这不符合我的长度。它总是卡住并出现故障，如果开启吸力，它基本上就没用了，因为这会让整个机器完全停止工作。所有的更新都是为了一个“人工智能可视化器”。人工智能的改进并不总是必要或有益的，所以，是的。糟糕的更新。,Y,,Color: Green-app,1,1,,,,,https://www.amazon.com/gp/customer-reviews/RK71HZCKFZIH7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Amazon Customer,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AHQBIJ6WVYC4WZQWM4ABGFZU6VQA,,2025-11-17,"是否提到解放双手场景：否, 与解放双手相关的问题：无","震动效果差/无震动, 尺寸不合适（太小/太大/太紧/太松）",体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,"多次使用, 自用",非常不满,"适配性需求（与配件匹配）, 功能性需求（震动/加热/充电等）, 舒适性需求（尺寸合适、体验舒适）"
B0CP8SR3J3,Not as advertised,"Came without and vibrating effects.  The contacts , wired and probes were missing.  Doubt its going to last long.",没有震动效果。触点、电线和探头都缺失了。怀疑它用不了多久。,Y,,Color: Green-app,1,0,,,,,https://www.amazon.com/gp/customer-reviews/R1M6FAK6XL5S97/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Michael M,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AFMAHGSP4QPZFEA3OYUL7QQUFVWQ,,2025-11-13,"是否提到解放双手场景：否, 与解放双手相关的问题：无","产品质量差/易损坏, 配件/适配器缺失需另购, 震动效果差/无震动",预期型问题（使用前可预知）,无法判定（评价中未提及使用场景）,无法判定,非常不满,功能性需求（震动/加热/充电等）
B0CP8SR3J3,Quality,Junk,垃圾,Y,,Color: Green-app,1,0,,,,,https://www.amazon.com/gp/customer-reviews/R2CA1KF522GN9W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,M. Johnson,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AFFW526ADOBYIAQ7QPIXSE6QYWXA,,2025-11-12,"是否提到解放双手场景：否, 与解放双手相关的问题：无",产品质量差/易损坏,无法判定,无法判定（评价中未提及使用场景）,无法判定,非常不满,无法判定
B0CP8SR3J3,Broke after the fourth use.,"By the 4th use the vibration feature, and the vacuum feature completely stopped working.",到第四次使用时，振动功能和真空功能完全停止工作了。,Y,,Color: Green-app,2,0,,,,,https://www.amazon.com/gp/customer-reviews/R24HRWU656X128/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Dj,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AE7THIRYVWDEJPG7IQYQLGGYA7OA,,2025-10-12,"是否提到解放双手场景：否, 与解放双手相关的问题：无",震动效果差/无震动,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,多次使用,不满/负向,功能性需求（震动/加热/充电等）
B0CP8SR3J3,Make a bigger one,It's good but I was 2big for it the top came off smh,它挺好的，但我穿太大了，上衣都掉了，摇头叹气。,,,Color: Green-app,3,0,,,,,https://www.amazon.com/gp/customer-reviews/RH7YQ69SJ9O61/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Hartridge Maurice,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AEQVNEP63HJLSIUFGYJXJ6SXRYVA,,2025-10-08,"是否提到解放双手场景：否, 与解放双手相关的问题：无",尺寸不合适（太小/太大/太紧/太松）,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,自用,轻微不满,无法判定
B0CP8SR3J3,Mediocre at best,"The vacuum function barely works. Because the vacuum is so weak the 7 modes are barely distinguishable. The vibrating modes are not powerful. The speeds of thrust and rotation start off too fast with no slower options available. The app is a buggy mess that does not fit my phones aspect ratio, and asks for shady permissions it doesn't need. The insert is very wide. I am an average sized guy and have another toy that is tighter and has greater suction power. Save your money, there are better ones out there.",真空功能几乎不起作用。由于吸力太弱，7种模式几乎无法区分。震动模式也不够有力。推力和旋转速度一开始就太快，没有更慢的选项。应用程序漏洞百出，不适合我的手机屏幕比例，还索要它不需要的可疑权限。插入部分非常宽。我是一个中等身材的男性，我有另一个玩具，它更紧，吸力也更大。省省你的钱吧，外面有更好的选择。,Y,,Color: Green-app,2,0,,,,,https://www.amazon.com/gp/customer-reviews/R24KX0JVANUG92/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Adam,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AG5NKCBAHEHRLJ3QZVE2Q3PWXFKA,,2025-08-26,"是否提到解放双手场景：否, 与解放双手相关的问题：无","性价比低, 真空功能几乎不起作用, 吸力太弱, 震动模式也不够有力, 推力和旋转速度一开始就太快，没有更慢的选项, 应用程序漏洞百出, 不适合我的手机屏幕比例, 索要它不需要的可疑权限, 插入部分非常宽",体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,"多次使用, 自用",非常不满,"功能性需求（震动/加热/充电等）, 适配性需求（与配件匹配）, 舒适性需求（尺寸合适、体验舒适）, 性价比需求（价格合理、物有所值）"
B0CP8SR3J3,Only worked 3 months,"Bought in May, its now August.  The suction completely stopped working, the rotator is rough.  I would like a replacement as this one has been thrown away.",五月份买的，现在是八月份。吸力完全停止工作了，旋转头也很粗糙。我想要一个替代品，因为这个已经被扔掉了。,Y,,Color: Green-app,2,0,,,,,https://www.amazon.com/gp/customer-reviews/R1JMZQPGATU4RT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Wildfire1,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AFB33T7GMXVSNSQUQUDWCTZZF32A,,2025-08-21,"是否提到解放双手场景：否, 与解放双手相关的问题：无",产品质量差/易损坏,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,自用,非常不满,"性价比需求（价格合理、物有所值）, 售后保障需求（退换货便捷、客服响应）, 功能性需求（震动/加热/充电等）"
B0CP8SR3J3,Broke after 2 uses,"This item's sucking feature stopped working after 2nd use. Without this feature,  the product is worthless.
Prior to breaking,  it was great.",这个物品的吸尘功能在使用第二次后就坏了。没有这个功能，这个产品就毫无价值。在坏掉之前，它还挺好用的。,Y,,Color: Green-app,2,0,,,,,https://www.amazon.com/gp/customer-reviews/RTMST55HE1KMG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Charlie,https://m.media-amazon.com/images/S/amazon-avatars-global/449f987a-335c-4c6d-b997-3f57a3353efc._CR0%2C79%2C843%2C843_SX460_.jpg,US,https://www.amazon.com/gp/profile/amzn1.account.AHUHZQWOKULMPVPH5ZWD63RKRQXQ,,2025-08-01,"是否提到解放双手场景：否, 与解放双手相关的问题：无",产品质量差/易损坏,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,多次使用,不满/负向,"功能性需求（震动/加热/充电等）, 性价比需求（价格合理、物有所值）"
B0CP8SR3J3,Not durable,"Product was great...at first. The first thing to go was the vibration about a week after I got it one side went out then a few days later the other. The wires connecting them just broke. Not a dealbreaker then about 6 months in the rotating cup broke off, but not the cup part. The part the cup snapped into broke off the spinning up and down rod for the motor. I was able to rig it with a very small screw but this fix was only temporary and I had to fix this several times. In May of this year the suction stopped working. It broke for good the beginning of this month. These do not hold up.",产品一开始很棒……真的。大约在我拿到它一周后，首先出问题的是震动功能，一侧先坏了，几天后另一侧也坏了。连接它们的电线断了。不过这还不算大问题，然后大约6个月后，旋转杯掉了，但不是杯子本身。杯子卡进去的那个部件从电机的上下旋转杆上断了。我用一个很小的螺丝勉强修好了，但这个修复只是暂时的，我不得不修了好几次。今年5月，吸力功能也停止工作了。本月初它彻底坏了。这些东西不耐用。,Y,,Color: Green-app,2,0,,,,,https://www.amazon.com/gp/customer-reviews/R194KDJ9XRGIFZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,James Ianni,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AFIYUZMI4BDF7IPLHFXJY4WMO25A,,2025-07-21,"是否提到解放双手场景：否, 与解放双手相关的问题：无","产品质量差/易损坏, 产品易断裂/开裂, 震动效果差/无震动",体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,"多次使用, 自用",非常不满,"功能性需求（震动/加热/充电等）, 性价比需求（价格合理、物有所值）"
B0CP8SR3J3,Gargage,The pump got very weak after 3 uses. I don’t recommend it. All the other features worked well. Jump was a key feature for me. Tossed in the garbage after the 4th use. Disappointed,这个泵用了3次后就变得非常无力。我不推荐它。其他所有功能都运行良好。跳跃功能对我来说是一个关键特性。第4次使用后就被扔进了垃圾桶。很失望。,Y,,Color: Green-app,3,0,,,,,https://www.amazon.com/gp/customer-reviews/RTKTPVT1ZLV5C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Vernon C. Hochstetler,https://m.media-amazon.com/images/S/amazon-avatars-global/059d86eb-b243-4b6f-a5e5-3c7d22f07bd4._CR62%2C0%2C375%2C375_SX460_.jpg,US,https://www.amazon.com/gp/profile/amzn1.account.AHPDR2NEZCVHYF7D2FO3342ON25Q,,2025-07-20,"是否提到解放双手场景：否, 与解放双手相关的问题：无",产品质量差/易损坏,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,多次使用,非常不满,"性价比需求（价格合理、物有所值）, 功能性需求（震动/加热/充电等）"
B0CP8SR3J3,Quite nice,"This a very nice device, lots of fun. I wish that i had more control of the suction but overall a good purchase",这是一个非常好的设备，很有趣。我希望能更好地控制吸力，但总体来说是一次不错的购买。,Y,,Color: Green-app,3,0,,,,,https://www.amazon.com/gp/customer-reviews/R37GM8OWD5UVN4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Jason Rutherford,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AH6CWOPZRN7WQRA7XL2P265XGP5A,,2025-07-08,"是否提到解放双手场景：否, 与解放双手相关的问题：无",吸盘吸附力不足,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,无法判定,轻微不满,"性价比需求（价格合理、物有所值）, 功能性需求（震动/加热/充电等）"
B0CP8SR3J3,Motor not strong enough to run all actions at once; need smaller spin cup,"Why did you pick this product vs others?:
This would be great if the spinning cup was a little tighter/smaller and the motor was a little stronger. Right now if you run the spinning motion and the suction then the motor over heats and takes a break from the action which is a real mood killer.",你为什么选择这款产品而不是其他产品？：如果旋转杯能再紧一点/小一点，电机再强劲一点就好了。现在如果你同时使用旋转功能和吸力，电机就会过热并停止工作，这真的很扫兴。,Y,,Color: Green-app,3,0,,,,,https://www.amazon.com/gp/customer-reviews/R1FBR40Z6EIKPR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,D Howard,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AF2STGM2VJTTUQZR4W2DIVWKGD3A,,2025-06-25,"是否提到解放双手场景：否, 与解放双手相关的问题：无","尺寸不合适（太小/太大/太紧/太松）, 其他问题（产品无关或无法归类）",体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,"多次使用, 自用",不满/负向,功能性需求（震动/加热/充电等）
B0CP8SR3J3,"The functions were great, but then they would start working","Everything is well at yourself after a few minutes fire and multiple people who can coordinate crossing started turning off still got to the point every three or four minutes everything except section would turn off to 50 miles and then back on location for a couple minutes quiet based on threats, knowing the only affect things other than suction and it doesn’t seem to affect the DIY function in the app",几分钟后火势稳定，多名协调人员开始关闭相关设备。每隔三四分钟，除特定区域外的所有设备都会关闭到50英里范围，然后在原地重新开启几分钟。根据威胁情况，目前情况平静，仅影响吸力相关功能，似乎并未影响应用程序中的DIY功能。,Y,,Color: Green-app,2,0,,,,,https://www.amazon.com/gp/customer-reviews/RZ8CVQC4D7ESF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,William Brown,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AFMQY55333AFT5IGT4C4WWMGL24A,,2025-06-17,"是否提到解放双手场景：否, 与解放双手相关的问题：无",吸盘吸附力不足,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,无法判定,轻微不满,功能性需求（震动/加热/充电等）
B0CP8SR3J3,Frustrating,Worked until it didnt. Vibration rods broke off and stopped working for that function within 3 months of use.,能用的时候还行。振动棒在使用不到3个月就断了，导致该功能无法使用。,Y,,Color: Green-app,2,0,,,,,https://www.amazon.com/gp/customer-reviews/RMJ9P5QPXI19F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Marco polo,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AG6VNJDMGL74QQ2LWO7XIA46M3MQ,,2025-06-16,"是否提到解放双手场景：否, 与解放双手相关的问题：无",产品易断裂/开裂,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,无法判定,轻微不满,"安全性需求（材质安全、产品稳固）, 功能性需求（震动/加热/充电等）"
B0CP8SR3J3,Not for the above average package,If you are larger than average don't buy it when I tried it because of my girth I barely fit and the motor didn't have enough power to make it work even with plenty of lube I would imagine if your average it will work pretty well,如果你体型大于平均水平，就不要买它。我试的时候，因为我的腰围，我几乎塞不进去，而且电机动力不足，即使涂了很多润滑剂也无法正常工作。我想如果你的体型是平均水平，它应该会很好用。,Y,,Color: Green-app,2,0,,,,,https://www.amazon.com/gp/customer-reviews/R2TSX9KP5QAD08/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Outdoor guy,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AHZ4GK72WYJJ6FBS2QS5WSODU7CA,,2025-06-01,"是否提到解放双手场景：否, 与解放双手相关的问题：无",尺寸不合适（太小/太大/太紧/太松）,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,"自用, 首次使用",不满/负向,功能性需求（震动/加热/充电等）
B0CP8SR3J3,Not amazing,"So much for being discreet. Sent me a letter asking me to review the item which my significant other opened.
Otherwise, spins too fast and top part falls out easily. There’s your review",想保密也没用了。给我寄了封信，让我评价那个被我的另一半打开的东西。再说了，转得太快，顶部很容易掉出来。这就是我的评价。,Y,,Color: Green-app,2,0,,,,,https://www.amazon.com/gp/customer-reviews/R39VR0OUJ03HV0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Johnny T.,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AEHBJT7TYLSEJDS6D4LIIWZBHB5A,,2025-05-22,"是否提到解放双手场景：是, 与解放双手相关的问题：吸附效果差",结构松动/不稳定,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,无法判定,不满/负向,安全性需求（材质安全、产品稳固）
B0CP8SR3J3,A little bit big,A little bit on the big size but seems okay. Battery life seems to be good.,尺寸略大，但看起来还可以。电池续航似乎不错。,Y,,Color: Green-app,3,0,,,,,https://www.amazon.com/gp/customer-reviews/R2U3Q4WB4RFG3W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,GMC040,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AHXNQMWJ6T7AQK5XRQ4INCSWTTUA,,2025-05-21,"是否提到解放双手场景：否, 与解放双手相关的问题：无",尺寸不合适（太小/太大/太紧/太松）,预期型问题（使用前可预知）,无法判定（评价中未提及使用场景）,无法判定,轻微不满,功能性需求（震动/加热/充电等）
B0CP8SR3J3,Poor quality,Broke in 6 weeks  disappointed in product.,6周就坏了，对产品很失望。,Y,,Color: Green-app,3,0,,,,,https://www.amazon.com/gp/customer-reviews/R2WBCXFMZKX19O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8,Todd Thomas Callahan,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png,US,https://www.amazon.com/gp/profile/amzn1.account.AFANIC6YAXGST74ODJTGW32ZW2UA,,2025-05-01,"是否提到解放双手场景：否, 与解放双手相关的问题：无",产品质量差/易损坏,体验型问题（使用后暴露）,无法判定（评价中未提及使用场景）,无法判定,不满/负向,性价比需求（价格合理、物有所值）
